Unnamed: 0,A,B
949,/home/jovyan/word/png_aa/弓.png,/home/jovyan/word/png_geneto/弓.png
950,/home/jovyan/word/png_aa/遲.png,/home/jovyan/word/png_geneto/遲.png
951,/home/jovyan/word/png_aa/莩.png,/home/jovyan/word/png_geneto/莩.png
952,/home/jovyan/word/png_aa/閱.png,/home/jovyan/word/png_geneto/閱.png
953,/home/jovyan/word/png_aa/霸.png,/home/jovyan/word/png_geneto/霸.png
954,/home/jovyan/word/png_aa/虺.png,/home/jovyan/word/png_geneto/虺.png
955,/home/jovyan/word/png_aa/峩.png,/home/jovyan/word/png_geneto/峩.png
956,/home/jovyan/word/png_aa/慝.png,/home/jovyan/word/png_geneto/慝.png
957,/home/jovyan/word/png_aa/琡.png,/home/jovyan/word/png_geneto/琡.png
958,/home/jovyan/word/png_aa/顒.png,/home/jovyan/word/png_geneto/顒.png
959,/home/jovyan/word/png_aa/屩.png,/home/jovyan/word/png_geneto/屩.png
960,/home/jovyan/word/png_aa/袰.png,/home/jovyan/word/png_geneto/袰.png
961,/home/jovyan/word/png_aa/閫.png,/home/jovyan/word/png_geneto/閫.png
962,/home/jovyan/word/png_aa/盪.png,/home/jovyan/word/png_geneto/盪.png
963,/home/jovyan/word/png_aa/鏆.png,/home/jovyan/word/png_geneto/鏆.png
964,/home/jovyan/word/png_aa/愷.png,/home/jovyan/word/png_geneto/愷.png
965,/home/jovyan/word/png_aa/砢.png,/home/jovyan/word/png_geneto/砢.png
966,/home/jovyan/word/png_aa/珤.png,/home/jovyan/word/png_geneto/珤.png
967,/home/jovyan/word/png_aa/澵.png,/home/jovyan/word/png_geneto/澵.png
968,/home/jovyan/word/png_aa/旆.png,/home/jovyan/word/png_geneto/旆.png
969,/home/jovyan/word/png_aa/㊢.png,/home/jovyan/word/png_geneto/㊢.png
970,/home/jovyan/word/png_aa/桒.png,/home/jovyan/word/png_geneto/桒.png
971,/home/jovyan/word/png_aa/齪.png,/home/jovyan/word/png_geneto/齪.png
972,/home/jovyan/word/png_aa/冖.png,/home/jovyan/word/png_geneto/冖.png
973,/home/jovyan/word/png_aa/庿.png,/home/jovyan/word/png_geneto/庿.png
974,/home/jovyan/word/png_aa/躅.png,/home/jovyan/word/png_geneto/躅.png
975,/home/jovyan/word/png_aa/滊.png,/home/jovyan/word/png_geneto/滊.png
976,/home/jovyan/word/png_aa/煆.png,/home/jovyan/word/png_geneto/煆.png
977,/home/jovyan/word/png_aa/雒.png,/home/jovyan/word/png_geneto/雒.png
978,/home/jovyan/word/png_aa/㊟.png,/home/jovyan/word/png_geneto/㊟.png
979,/home/jovyan/word/png_aa/蠎.png,/home/jovyan/word/png_geneto/蠎.png
980,/home/jovyan/word/png_aa/畵.png,/home/jovyan/word/png_geneto/畵.png
981,/home/jovyan/word/png_aa/虍.png,/home/jovyan/word/png_geneto/虍.png
982,/home/jovyan/word/png_aa/匳.png,/home/jovyan/word/png_geneto/匳.png
983,/home/jovyan/word/png_aa/韜.png,/home/jovyan/word/png_geneto/韜.png
984,/home/jovyan/word/png_aa/巐.png,/home/jovyan/word/png_geneto/巐.png
985,/home/jovyan/word/png_aa/鳥.png,/home/jovyan/word/png_geneto/鳥.png
986,/home/jovyan/word/png_aa/暠.png,/home/jovyan/word/png_geneto/暠.png
987,/home/jovyan/word/png_aa/櫁.png,/home/jovyan/word/png_geneto/櫁.png
988,/home/jovyan/word/png_aa/巓.png,/home/jovyan/word/png_geneto/巓.png
989,/home/jovyan/word/png_aa/懂.png,/home/jovyan/word/png_geneto/懂.png
990,/home/jovyan/word/png_aa/脉.png,/home/jovyan/word/png_geneto/脉.png
991,/home/jovyan/word/png_aa/黔.png,/home/jovyan/word/png_geneto/黔.png
992,/home/jovyan/word/png_aa/摻.png,/home/jovyan/word/png_geneto/摻.png
993,/home/jovyan/word/png_aa/㊑.png,/home/jovyan/word/png_geneto/㊑.png
994,/home/jovyan/word/png_aa/簧.png,/home/jovyan/word/png_geneto/簧.png
995,/home/jovyan/word/png_aa/儞.png,/home/jovyan/word/png_geneto/儞.png
996,/home/jovyan/word/png_aa/覩.png,/home/jovyan/word/png_geneto/覩.png
997,/home/jovyan/word/png_aa/卌.png,/home/jovyan/word/png_geneto/卌.png
998,/home/jovyan/word/png_aa/囿.png,/home/jovyan/word/png_geneto/囿.png
999,/home/jovyan/word/png_aa/寫.png,/home/jovyan/word/png_geneto/寫.png
1000,/home/jovyan/word/png_aa/拔.png,/home/jovyan/word/png_geneto/拔.png
1001,/home/jovyan/word/png_aa/菪.png,/home/jovyan/word/png_geneto/菪.png
1002,/home/jovyan/word/png_aa/廩.png,/home/jovyan/word/png_geneto/廩.png
1003,/home/jovyan/word/png_aa/剴.png,/home/jovyan/word/png_geneto/剴.png
1004,/home/jovyan/word/png_aa/斤.png,/home/jovyan/word/png_geneto/斤.png
1005,/home/jovyan/word/png_aa/鉠.png,/home/jovyan/word/png_geneto/鉠.png
1006,/home/jovyan/word/png_aa/圉.png,/home/jovyan/word/png_geneto/圉.png
1007,/home/jovyan/word/png_aa/杌.png,/home/jovyan/word/png_geneto/杌.png
1008,/home/jovyan/word/png_aa/捥.png,/home/jovyan/word/png_geneto/捥.png
1009,/home/jovyan/word/png_aa/晙.png,/home/jovyan/word/png_geneto/晙.png
1010,/home/jovyan/word/png_aa/澀.png,/home/jovyan/word/png_geneto/澀.png
1011,/home/jovyan/word/png_aa/隱.png,/home/jovyan/word/png_geneto/隱.png
1012,/home/jovyan/word/png_aa/縡.png,/home/jovyan/word/png_geneto/縡.png
1013,/home/jovyan/word/png_aa/峋.png,/home/jovyan/word/png_geneto/峋.png
1014,/home/jovyan/word/png_aa/產.png,/home/jovyan/word/png_geneto/產.png
1015,/home/jovyan/word/png_aa/硴.png,/home/jovyan/word/png_geneto/硴.png
1016,/home/jovyan/word/png_aa/摔.png,/home/jovyan/word/png_geneto/摔.png
1017,/home/jovyan/word/png_aa/珙.png,/home/jovyan/word/png_geneto/珙.png
1018,/home/jovyan/word/png_aa/鄧.png,/home/jovyan/word/png_geneto/鄧.png
1019,/home/jovyan/word/png_aa/褾.png,/home/jovyan/word/png_geneto/褾.png
1020,/home/jovyan/word/png_aa/羲.png,/home/jovyan/word/png_geneto/羲.png
1021,/home/jovyan/word/png_aa/蜚.png,/home/jovyan/word/png_geneto/蜚.png
1022,/home/jovyan/word/png_aa/袘.png,/home/jovyan/word/png_geneto/袘.png
1023,/home/jovyan/word/png_aa/芬.png,/home/jovyan/word/png_geneto/芬.png
1024,/home/jovyan/word/png_aa/筭.png,/home/jovyan/word/png_geneto/筭.png
1025,/home/jovyan/word/png_aa/谿.png,/home/jovyan/word/png_geneto/谿.png
1026,/home/jovyan/word/png_aa/軛.png,/home/jovyan/word/png_geneto/軛.png
1027,/home/jovyan/word/png_aa/宂.png,/home/jovyan/word/png_geneto/宂.png
1028,/home/jovyan/word/png_aa/淊.png,/home/jovyan/word/png_geneto/淊.png
1029,/home/jovyan/word/png_aa/鍊.png,/home/jovyan/word/png_geneto/鍊.png
1030,/home/jovyan/word/png_aa/魘.png,/home/jovyan/word/png_geneto/魘.png
1031,/home/jovyan/word/png_aa/囹.png,/home/jovyan/word/png_geneto/囹.png
1032,/home/jovyan/word/png_aa/鶫.png,/home/jovyan/word/png_geneto/鶫.png
1033,/home/jovyan/word/png_aa/鑲.png,/home/jovyan/word/png_geneto/鑲.png
1034,/home/jovyan/word/png_aa/槨.png,/home/jovyan/word/png_geneto/槨.png
1035,/home/jovyan/word/png_aa/邀.png,/home/jovyan/word/png_geneto/邀.png
1036,/home/jovyan/word/png_aa/唫.png,/home/jovyan/word/png_geneto/唫.png
1037,/home/jovyan/word/png_aa/蠶.png,/home/jovyan/word/png_geneto/蠶.png
1038,/home/jovyan/word/png_aa/璵.png,/home/jovyan/word/png_geneto/璵.png
1039,/home/jovyan/word/png_aa/匣.png,/home/jovyan/word/png_geneto/匣.png
1040,/home/jovyan/word/png_aa/鹽.png,/home/jovyan/word/png_geneto/鹽.png
1041,/home/jovyan/word/png_aa/鼷.png,/home/jovyan/word/png_geneto/鼷.png
1042,/home/jovyan/word/png_aa/氏.png,/home/jovyan/word/png_geneto/氏.png
1043,/home/jovyan/word/png_aa/巸.png,/home/jovyan/word/png_geneto/巸.png
1044,/home/jovyan/word/png_aa/鉏.png,/home/jovyan/word/png_geneto/鉏.png
1045,/home/jovyan/word/png_aa/㾱.png,/home/jovyan/word/png_geneto/㾱.png
1046,/home/jovyan/word/png_aa/黠.png,/home/jovyan/word/png_geneto/黠.png
1047,/home/jovyan/word/png_aa/繢.png,/home/jovyan/word/png_geneto/繢.png
1048,/home/jovyan/word/png_aa/暹.png,/home/jovyan/word/png_geneto/暹.png
1049,/home/jovyan/word/png_aa/鏽.png,/home/jovyan/word/png_geneto/鏽.png
1050,/home/jovyan/word/png_aa/㊖.png,/home/jovyan/word/png_geneto/㊖.png
1051,/home/jovyan/word/png_aa/蘋.png,/home/jovyan/word/png_geneto/蘋.png
1052,/home/jovyan/word/png_aa/敎.png,/home/jovyan/word/png_geneto/敎.png
1053,/home/jovyan/word/png_aa/冩.png,/home/jovyan/word/png_geneto/冩.png
1054,/home/jovyan/word/png_aa/埈.png,/home/jovyan/word/png_geneto/埈.png
1055,/home/jovyan/word/png_aa/鯧.png,/home/jovyan/word/png_geneto/鯧.png
1056,/home/jovyan/word/png_aa/幺.png,/home/jovyan/word/png_geneto/幺.png
1057,/home/jovyan/word/png_aa/子.png,/home/jovyan/word/png_geneto/子.png
1058,/home/jovyan/word/png_aa/日.png,/home/jovyan/word/png_geneto/日.png
1059,/home/jovyan/word/png_aa/石.png,/home/jovyan/word/png_geneto/石.png
1060,/home/jovyan/word/png_aa/鋗.png,/home/jovyan/word/png_geneto/鋗.png
1061,/home/jovyan/word/png_aa/嚭.png,/home/jovyan/word/png_geneto/嚭.png
1062,/home/jovyan/word/png_aa/椵.png,/home/jovyan/word/png_geneto/椵.png
1063,/home/jovyan/word/png_aa/鰮.png,/home/jovyan/word/png_geneto/鰮.png
1064,/home/jovyan/word/png_aa/攵.png,/home/jovyan/word/png_geneto/攵.png
1065,/home/jovyan/word/png_aa/迢.png,/home/jovyan/word/png_geneto/迢.png
1066,/home/jovyan/word/png_aa/釖.png,/home/jovyan/word/png_geneto/釖.png
1067,/home/jovyan/word/png_aa/吶.png,/home/jovyan/word/png_geneto/吶.png
1068,/home/jovyan/word/png_aa/蓆.png,/home/jovyan/word/png_geneto/蓆.png
1069,/home/jovyan/word/png_aa/撻.png,/home/jovyan/word/png_geneto/撻.png
1070,/home/jovyan/word/png_aa/飆.png,/home/jovyan/word/png_geneto/飆.png
1071,/home/jovyan/word/png_aa/脘.png,/home/jovyan/word/png_geneto/脘.png
1072,/home/jovyan/word/png_aa/㊰.png,/home/jovyan/word/png_geneto/㊰.png
1073,/home/jovyan/word/png_aa/西.png,/home/jovyan/word/png_geneto/西.png
1074,/home/jovyan/word/png_aa/虯.png,/home/jovyan/word/png_geneto/虯.png
1075,/home/jovyan/word/png_aa/璜.png,/home/jovyan/word/png_geneto/璜.png
1076,/home/jovyan/word/png_aa/泖.png,/home/jovyan/word/png_geneto/泖.png
1077,/home/jovyan/word/png_aa/滓.png,/home/jovyan/word/png_geneto/滓.png
1078,/home/jovyan/word/png_aa/佉.png,/home/jovyan/word/png_geneto/佉.png
1079,/home/jovyan/word/png_aa/飭.png,/home/jovyan/word/png_geneto/飭.png
1080,/home/jovyan/word/png_aa/槗.png,/home/jovyan/word/png_geneto/槗.png
1081,/home/jovyan/word/png_aa/鍈.png,/home/jovyan/word/png_geneto/鍈.png
1082,/home/jovyan/word/png_aa/糸.png,/home/jovyan/word/png_geneto/糸.png
1083,/home/jovyan/word/png_aa/剏.png,/home/jovyan/word/png_geneto/剏.png
1084,/home/jovyan/word/png_aa/帮.png,/home/jovyan/word/png_geneto/帮.png
1085,/home/jovyan/word/png_aa/馹.png,/home/jovyan/word/png_geneto/馹.png
1086,/home/jovyan/word/png_aa/輒.png,/home/jovyan/word/png_geneto/輒.png
1087,/home/jovyan/word/png_aa/瓦.png,/home/jovyan/word/png_geneto/瓦.png
1088,/home/jovyan/word/png_aa/泫.png,/home/jovyan/word/png_geneto/泫.png
1089,/home/jovyan/word/png_aa/宊.png,/home/jovyan/word/png_geneto/宊.png
1090,/home/jovyan/word/png_aa/㍼.png,/home/jovyan/word/png_geneto/㍼.png
1091,/home/jovyan/word/png_aa/﨔.png,/home/jovyan/word/png_geneto/﨔.png
1092,/home/jovyan/word/png_aa/崤.png,/home/jovyan/word/png_geneto/崤.png
1093,/home/jovyan/word/png_aa/閙.png,/home/jovyan/word/png_geneto/閙.png
1094,/home/jovyan/word/png_aa/鋓.png,/home/jovyan/word/png_geneto/鋓.png
1095,/home/jovyan/word/png_aa/蠹.png,/home/jovyan/word/png_geneto/蠹.png
1096,/home/jovyan/word/png_aa/徵.png,/home/jovyan/word/png_geneto/徵.png
1097,/home/jovyan/word/png_aa/葫.png,/home/jovyan/word/png_geneto/葫.png
1098,/home/jovyan/word/png_aa/疒.png,/home/jovyan/word/png_geneto/疒.png
1099,/home/jovyan/word/png_aa/檟.png,/home/jovyan/word/png_geneto/檟.png
1100,/home/jovyan/word/png_aa/騂.png,/home/jovyan/word/png_geneto/騂.png
1101,/home/jovyan/word/png_aa/霆.png,/home/jovyan/word/png_geneto/霆.png
1102,/home/jovyan/word/png_aa/炻.png,/home/jovyan/word/png_geneto/炻.png
1103,/home/jovyan/word/png_aa/帋.png,/home/jovyan/word/png_geneto/帋.png
1104,/home/jovyan/word/png_aa/簓.png,/home/jovyan/word/png_geneto/簓.png
1105,/home/jovyan/word/png_aa/霽.png,/home/jovyan/word/png_geneto/霽.png
1106,/home/jovyan/word/png_aa/鯁.png,/home/jovyan/word/png_geneto/鯁.png
1107,/home/jovyan/word/png_aa/珩.png,/home/jovyan/word/png_geneto/珩.png
1108,/home/jovyan/word/png_aa/懼.png,/home/jovyan/word/png_geneto/懼.png
1109,/home/jovyan/word/png_aa/焜.png,/home/jovyan/word/png_geneto/焜.png
1110,/home/jovyan/word/png_aa/价.png,/home/jovyan/word/png_geneto/价.png
1111,/home/jovyan/word/png_aa/僙.png,/home/jovyan/word/png_geneto/僙.png
1112,/home/jovyan/word/png_aa/讎.png,/home/jovyan/word/png_geneto/讎.png
1113,/home/jovyan/word/png_aa/忻.png,/home/jovyan/word/png_geneto/忻.png
1114,/home/jovyan/word/png_aa/徸.png,/home/jovyan/word/png_geneto/徸.png
1115,/home/jovyan/word/png_aa/蟒.png,/home/jovyan/word/png_geneto/蟒.png
1116,/home/jovyan/word/png_aa/罍.png,/home/jovyan/word/png_geneto/罍.png
1117,/home/jovyan/word/png_aa/麤.png,/home/jovyan/word/png_geneto/麤.png
1118,/home/jovyan/word/png_aa/金.png,/home/jovyan/word/png_geneto/金.png
1119,/home/jovyan/word/png_aa/皛.png,/home/jovyan/word/png_geneto/皛.png
1120,/home/jovyan/word/png_aa/惓.png,/home/jovyan/word/png_geneto/惓.png
1121,/home/jovyan/word/png_aa/堲.png,/home/jovyan/word/png_geneto/堲.png
1122,/home/jovyan/word/png_aa/畯.png,/home/jovyan/word/png_geneto/畯.png
1123,/home/jovyan/word/png_aa/墻.png,/home/jovyan/word/png_geneto/墻.png
1124,/home/jovyan/word/png_aa/髢.png,/home/jovyan/word/png_geneto/髢.png
1125,/home/jovyan/word/png_aa/敞.png,/home/jovyan/word/png_geneto/敞.png
1126,/home/jovyan/word/png_aa/沒.png,/home/jovyan/word/png_geneto/沒.png
1127,/home/jovyan/word/png_aa/朞.png,/home/jovyan/word/png_geneto/朞.png
1128,/home/jovyan/word/png_aa/釵.png,/home/jovyan/word/png_geneto/釵.png
1129,/home/jovyan/word/png_aa/楞.png,/home/jovyan/word/png_geneto/楞.png
1130,/home/jovyan/word/png_aa/匏.png,/home/jovyan/word/png_geneto/匏.png
1131,/home/jovyan/word/png_aa/錢.png,/home/jovyan/word/png_geneto/錢.png
1132,/home/jovyan/word/png_aa/妛.png,/home/jovyan/word/png_geneto/妛.png
1133,/home/jovyan/word/png_aa/娌.png,/home/jovyan/word/png_geneto/娌.png
1134,/home/jovyan/word/png_aa/筲.png,/home/jovyan/word/png_geneto/筲.png
1135,/home/jovyan/word/png_aa/訛.png,/home/jovyan/word/png_geneto/訛.png
1136,/home/jovyan/word/png_aa/韴.png,/home/jovyan/word/png_geneto/韴.png
1137,/home/jovyan/word/png_aa/甸.png,/home/jovyan/word/png_geneto/甸.png
1138,/home/jovyan/word/png_aa/錙.png,/home/jovyan/word/png_geneto/錙.png
1139,/home/jovyan/word/png_aa/絏.png,/home/jovyan/word/png_geneto/絏.png
1140,/home/jovyan/word/png_aa/獃.png,/home/jovyan/word/png_geneto/獃.png
1141,/home/jovyan/word/png_aa/鷄.png,/home/jovyan/word/png_geneto/鷄.png
1142,/home/jovyan/word/png_aa/襪.png,/home/jovyan/word/png_geneto/襪.png
1143,/home/jovyan/word/png_aa/褂.png,/home/jovyan/word/png_geneto/褂.png
1144,/home/jovyan/word/png_aa/穭.png,/home/jovyan/word/png_geneto/穭.png
1145,/home/jovyan/word/png_aa/燬.png,/home/jovyan/word/png_geneto/燬.png
1146,/home/jovyan/word/png_aa/鬟.png,/home/jovyan/word/png_geneto/鬟.png
1147,/home/jovyan/word/png_aa/忞.png,/home/jovyan/word/png_geneto/忞.png
1148,/home/jovyan/word/png_aa/滇.png,/home/jovyan/word/png_geneto/滇.png
1149,/home/jovyan/word/png_aa/瑟.png,/home/jovyan/word/png_geneto/瑟.png
1150,/home/jovyan/word/png_aa/蕀.png,/home/jovyan/word/png_geneto/蕀.png
1151,/home/jovyan/word/png_aa/箑.png,/home/jovyan/word/png_geneto/箑.png
1152,/home/jovyan/word/png_aa/莿.png,/home/jovyan/word/png_geneto/莿.png
1153,/home/jovyan/word/png_aa/狀.png,/home/jovyan/word/png_geneto/狀.png
1154,/home/jovyan/word/png_aa/緡.png,/home/jovyan/word/png_geneto/緡.png
1155,/home/jovyan/word/png_aa/份.png,/home/jovyan/word/png_geneto/份.png
1156,/home/jovyan/word/png_aa/炕.png,/home/jovyan/word/png_geneto/炕.png
1157,/home/jovyan/word/png_aa/邁.png,/home/jovyan/word/png_geneto/邁.png
1158,/home/jovyan/word/png_aa/塒.png,/home/jovyan/word/png_geneto/塒.png
1159,/home/jovyan/word/png_aa/㊤.png,/home/jovyan/word/png_geneto/㊤.png
1160,/home/jovyan/word/png_aa/曺.png,/home/jovyan/word/png_geneto/曺.png
1161,/home/jovyan/word/png_aa/樰.png,/home/jovyan/word/png_geneto/樰.png
1162,/home/jovyan/word/png_aa/鷦.png,/home/jovyan/word/png_geneto/鷦.png
1163,/home/jovyan/word/png_aa/隄.png,/home/jovyan/word/png_geneto/隄.png
1164,/home/jovyan/word/png_aa/鷆.png,/home/jovyan/word/png_geneto/鷆.png
1165,/home/jovyan/word/png_aa/嫠.png,/home/jovyan/word/png_geneto/嫠.png
1166,/home/jovyan/word/png_aa/徉.png,/home/jovyan/word/png_geneto/徉.png
1167,/home/jovyan/word/png_aa/鱣.png,/home/jovyan/word/png_geneto/鱣.png
1168,/home/jovyan/word/png_aa/徼.png,/home/jovyan/word/png_geneto/徼.png
1169,/home/jovyan/word/png_aa/頤.png,/home/jovyan/word/png_geneto/頤.png
1170,/home/jovyan/word/png_aa/粼.png,/home/jovyan/word/png_geneto/粼.png
1171,/home/jovyan/word/png_aa/楲.png,/home/jovyan/word/png_geneto/楲.png
1172,/home/jovyan/word/png_aa/八.png,/home/jovyan/word/png_geneto/八.png
1173,/home/jovyan/word/png_aa/訥.png,/home/jovyan/word/png_geneto/訥.png
1174,/home/jovyan/word/png_aa/膴.png,/home/jovyan/word/png_geneto/膴.png
1175,/home/jovyan/word/png_aa/淆.png,/home/jovyan/word/png_geneto/淆.png
1176,/home/jovyan/word/png_aa/遉.png,/home/jovyan/word/png_geneto/遉.png
1177,/home/jovyan/word/png_aa/蜾.png,/home/jovyan/word/png_geneto/蜾.png
1178,/home/jovyan/word/png_aa/駉.png,/home/jovyan/word/png_geneto/駉.png
1179,/home/jovyan/word/png_aa/纍.png,/home/jovyan/word/png_geneto/纍.png
1180,/home/jovyan/word/png_aa/螙.png,/home/jovyan/word/png_geneto/螙.png
1181,/home/jovyan/word/png_aa/鍭.png,/home/jovyan/word/png_geneto/鍭.png
1182,/home/jovyan/word/png_aa/憨.png,/home/jovyan/word/png_geneto/憨.png
1183,/home/jovyan/word/png_aa/嶌.png,/home/jovyan/word/png_geneto/嶌.png
1184,/home/jovyan/word/png_aa/鶩.png,/home/jovyan/word/png_geneto/鶩.png
1185,/home/jovyan/word/png_aa/琱.png,/home/jovyan/word/png_geneto/琱.png
1186,/home/jovyan/word/png_aa/煦.png,/home/jovyan/word/png_geneto/煦.png
1187,/home/jovyan/word/png_aa/歲.png,/home/jovyan/word/png_geneto/歲.png
1188,/home/jovyan/word/png_aa/疋.png,/home/jovyan/word/png_geneto/疋.png
1189,/home/jovyan/word/png_aa/慫.png,/home/jovyan/word/png_geneto/慫.png
1190,/home/jovyan/word/png_aa/喎.png,/home/jovyan/word/png_geneto/喎.png
1191,/home/jovyan/word/png_aa/淲.png,/home/jovyan/word/png_geneto/淲.png
1192,/home/jovyan/word/png_aa/鴿.png,/home/jovyan/word/png_geneto/鴿.png
1193,/home/jovyan/word/png_aa/搦.png,/home/jovyan/word/png_geneto/搦.png
1194,/home/jovyan/word/png_aa/鋻.png,/home/jovyan/word/png_geneto/鋻.png
1195,/home/jovyan/word/png_aa/尰.png,/home/jovyan/word/png_geneto/尰.png
1196,/home/jovyan/word/png_aa/齲.png,/home/jovyan/word/png_geneto/齲.png
1197,/home/jovyan/word/png_aa/笋.png,/home/jovyan/word/png_geneto/笋.png
1198,/home/jovyan/word/png_aa/恤.png,/home/jovyan/word/png_geneto/恤.png
1199,/home/jovyan/word/png_aa/䂓.png,/home/jovyan/word/png_geneto/䂓.png
1200,/home/jovyan/word/png_aa/虧.png,/home/jovyan/word/png_geneto/虧.png
1201,/home/jovyan/word/png_aa/奝.png,/home/jovyan/word/png_geneto/奝.png
1202,/home/jovyan/word/png_aa/彁.png,/home/jovyan/word/png_geneto/彁.png
1203,/home/jovyan/word/png_aa/糝.png,/home/jovyan/word/png_geneto/糝.png
1204,/home/jovyan/word/png_aa/濹.png,/home/jovyan/word/png_geneto/濹.png
1205,/home/jovyan/word/png_aa/韶.png,/home/jovyan/word/png_geneto/韶.png
1206,/home/jovyan/word/png_aa/伻.png,/home/jovyan/word/png_geneto/伻.png
1207,/home/jovyan/word/png_aa/黌.png,/home/jovyan/word/png_geneto/黌.png
1208,/home/jovyan/word/png_aa/颸.png,/home/jovyan/word/png_geneto/颸.png
1209,/home/jovyan/word/png_aa/芟.png,/home/jovyan/word/png_geneto/芟.png
1210,/home/jovyan/word/png_aa/頊.png,/home/jovyan/word/png_geneto/頊.png
1211,/home/jovyan/word/png_aa/售.png,/home/jovyan/word/png_geneto/售.png
1212,/home/jovyan/word/png_aa/巠.png,/home/jovyan/word/png_geneto/巠.png
1213,/home/jovyan/word/png_aa/蚓.png,/home/jovyan/word/png_geneto/蚓.png
1214,/home/jovyan/word/png_aa/瓮.png,/home/jovyan/word/png_geneto/瓮.png
1215,/home/jovyan/word/png_aa/煖.png,/home/jovyan/word/png_geneto/煖.png
1216,/home/jovyan/word/png_aa/氿.png,/home/jovyan/word/png_geneto/氿.png
1217,/home/jovyan/word/png_aa/旒.png,/home/jovyan/word/png_geneto/旒.png
1218,/home/jovyan/word/png_aa/邑.png,/home/jovyan/word/png_geneto/邑.png
1219,/home/jovyan/word/png_aa/戞.png,/home/jovyan/word/png_geneto/戞.png
1220,/home/jovyan/word/png_aa/姤.png,/home/jovyan/word/png_geneto/姤.png
1221,/home/jovyan/word/png_aa/歯.png,/home/jovyan/word/png_geneto/歯.png
1222,/home/jovyan/word/png_aa/癎.png,/home/jovyan/word/png_geneto/癎.png
1223,/home/jovyan/word/png_aa/搨.png,/home/jovyan/word/png_geneto/搨.png
1224,/home/jovyan/word/png_aa/訕.png,/home/jovyan/word/png_geneto/訕.png
1225,/home/jovyan/word/png_aa/婬.png,/home/jovyan/word/png_geneto/婬.png
1226,/home/jovyan/word/png_aa/鄜.png,/home/jovyan/word/png_geneto/鄜.png
1227,/home/jovyan/word/png_aa/莍.png,/home/jovyan/word/png_geneto/莍.png
1228,/home/jovyan/word/png_aa/鯏.png,/home/jovyan/word/png_geneto/鯏.png
1229,/home/jovyan/word/png_aa/斁.png,/home/jovyan/word/png_geneto/斁.png
1230,/home/jovyan/word/png_aa/薏.png,/home/jovyan/word/png_geneto/薏.png
1231,/home/jovyan/word/png_aa/焠.png,/home/jovyan/word/png_geneto/焠.png
1232,/home/jovyan/word/png_aa/蕚.png,/home/jovyan/word/png_geneto/蕚.png
1233,/home/jovyan/word/png_aa/鄺.png,/home/jovyan/word/png_geneto/鄺.png
1234,/home/jovyan/word/png_aa/褥.png,/home/jovyan/word/png_geneto/褥.png
1235,/home/jovyan/word/png_aa/簦.png,/home/jovyan/word/png_geneto/簦.png
1236,/home/jovyan/word/png_aa/憙.png,/home/jovyan/word/png_geneto/憙.png
1237,/home/jovyan/word/png_aa/嚮.png,/home/jovyan/word/png_geneto/嚮.png
1238,/home/jovyan/word/png_aa/稹.png,/home/jovyan/word/png_geneto/稹.png
1239,/home/jovyan/word/png_aa/僞.png,/home/jovyan/word/png_geneto/僞.png
1240,/home/jovyan/word/png_aa/肭.png,/home/jovyan/word/png_geneto/肭.png
1241,/home/jovyan/word/png_aa/僩.png,/home/jovyan/word/png_geneto/僩.png
1242,/home/jovyan/word/png_aa/蟫.png,/home/jovyan/word/png_geneto/蟫.png
1243,/home/jovyan/word/png_aa/韈.png,/home/jovyan/word/png_geneto/韈.png
1244,/home/jovyan/word/png_aa/稉.png,/home/jovyan/word/png_geneto/稉.png
1245,/home/jovyan/word/png_aa/醞.png,/home/jovyan/word/png_geneto/醞.png
1246,/home/jovyan/word/png_aa/愑.png,/home/jovyan/word/png_geneto/愑.png
1247,/home/jovyan/word/png_aa/瀲.png,/home/jovyan/word/png_geneto/瀲.png
1248,/home/jovyan/word/png_aa/囗.png,/home/jovyan/word/png_geneto/囗.png
1249,/home/jovyan/word/png_aa/首.png,/home/jovyan/word/png_geneto/首.png
1250,/home/jovyan/word/png_aa/稷.png,/home/jovyan/word/png_geneto/稷.png
1251,/home/jovyan/word/png_aa/鉙.png,/home/jovyan/word/png_geneto/鉙.png
1252,/home/jovyan/word/png_aa/跼.png,/home/jovyan/word/png_geneto/跼.png
1253,/home/jovyan/word/png_aa/簣.png,/home/jovyan/word/png_geneto/簣.png
1254,/home/jovyan/word/png_aa/璟.png,/home/jovyan/word/png_geneto/璟.png
1255,/home/jovyan/word/png_aa/撾.png,/home/jovyan/word/png_geneto/撾.png
1256,/home/jovyan/word/png_aa/鑫.png,/home/jovyan/word/png_geneto/鑫.png
1257,/home/jovyan/word/png_aa/讀.png,/home/jovyan/word/png_geneto/讀.png
1258,/home/jovyan/word/png_aa/欹.png,/home/jovyan/word/png_geneto/欹.png
1259,/home/jovyan/word/png_aa/澘.png,/home/jovyan/word/png_geneto/澘.png
1260,/home/jovyan/word/png_aa/牆.png,/home/jovyan/word/png_geneto/牆.png
1261,/home/jovyan/word/png_aa/窿.png,/home/jovyan/word/png_geneto/窿.png
1262,/home/jovyan/word/png_aa/憇.png,/home/jovyan/word/png_geneto/憇.png
1263,/home/jovyan/word/png_aa/虱.png,/home/jovyan/word/png_geneto/虱.png
1264,/home/jovyan/word/png_aa/緕.png,/home/jovyan/word/png_geneto/緕.png
